id;value;generic_emails;personal_emails;last_crawl;language;company_name;twitter;facebook;instagram;linkedin;youtube;phone_number;apple_app;google_play;country;state;categories;description;street;city;postcode;employees_count
480163;huntsman.com;48;215;2023-07-18;en;Huntsman;;huntsmancorp;huntsman_corp;huntsman;;+1 281 719 4672;;;US;UT;{manufacturing};Huntsman develops products that address customer needs in a broad range of consumer and industrial end markets.;500 Huntsman Way;Salt Lake City;84108;6880
19258;ibm.com;182;5770;2023-05-24;en;IBM;lifeatibm;ibmresearch;lifeatibm;ibm;ibmlabs;+1 201 964 0163;;;US;NY;{technology};For more than a century IBM has been dedicated to every client's success and to creating innovations that matter for the world;2020. IBM Corporation, New Orchard;;10504;306799
910026;ice.com;87;86;2023-05-05;en;ICE;icedataservices;ice.com;ice_jewelry;icemarkets;;;;;US;TX;{finance};;;;;5235
3293171;ielp.com;1;0;2023-05-08;en;Icahn Enterprises;carl_c_icahn;;;icahn-enterprises;;+1 781 575 4223;;;;;{finance};;;;;25
267410;iff.com;27;151;2023-06-27;en;International Flavors & Fragrances;;;;iff;;;;;;;{manufacturing};;;;;12994
1620407;ingredion.com;23;97;2023-05-23;en;Ingredion;;;;ingredion-incorporated;;;;;US;IL;{food_drink};Leverage our unmatched portfolio of ingredients and extensive formulating expertise to deliver texture, sweetness, protein fortification and more in your finished good.;5 Westbrook Corporate Center;Westchester;60154;7179
209912;insight.com;61;184;2023-06-14;en;Insight;;;;insight;;;;;;;{technology};;;;;15725
320;intel.com;694;6439;2023-06-27;en;Intel;;;intel;intel-corporation;;+1 408 765 8080;;;US;CA;{manufacturing};Intel's innovation in cloud computing, data center, Internet of Things, and PC solutions is powering the smart and connected digital world we live in.;2200 Mission;Santa Clara;95054;127803
12457086;internationalpaper.com;0;0;2023-07-19;en;International Paper;ipaper_college;;internationalpaper;international-paper;;+1 559 594 1003;;;US;TN;{manufacturing};We transform renewable resources into innovative and sustainable packaging solutions, corrugated cardboard boxes, pulp and paper products, recycling solutions.;5032 S. Davy Crockett Pkwy;Morristown;37813;23101
741516;interpublic.com;13;44;2023-07-18;en;Interpublic Group;interpublicipg;;;ipg;;;;;;;{art_and_entertainment};IPG is an award-winning, global provider of marketing solutions. Our methods are built on values, fueled by data and driven by creativity.;;;;25806
4737;intuit.com;148;357;2023-06-27;en;Intuit;intuitcanada;intuit;intuit;intuit;;+1 800 446 8848;;;FR;75;{technology};See how Intuit products can work for you by joining the over 100 million people already using TurboTax, QuickBooks, Mint, Credit Karma, and Mailchimp to power their prosperity.;;Paris;75002;16385
33183703;iqvia.com;175;490;2023-07-18;en;IQVIA;iqvia_uk;iqviajapan;;iqvia;;+1 514 428 6000;;;US;DE;{health};Solutions to help life sciences organizations drive healthcare forward and get the right treatments to patients, faster.;;Colonia;3810;72302
270665;itw.com;18;46;2023-06-27;en;ITW;;;;illinoistoolworks;;+1 844 676 0349;;;US;IL;{manufacturing};Find out why our decentralized business model, customer-back innovation and support of our colleagues and community give us the competitive advantage.;155 Harlem Avenue;Glenview;60025;6735
120670;jabil.com;30;190;2023-06-27;en;Jabil;jabil;;;jabil;;+1 727 577 9749;;;US;;{industry};;;;;48371
208325;jackson.com;13;60;2023-07-17;en;Jackson;jacksonnational;jacksonnational;;jackson;jacksonnationaltv;+1 877 930 3843;itunes.apple.com/app/jackson/id920821928;;;;{finance};;;;;3164
22484;jacobs.com;120;2020;2023-06-27;en;Jacobs;jacobsconnects;jacobsconnects;jacobsconnects;jacobs;;+1 844 543 8351;;;US;CA;{education_career};At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good. With approximately $15 billion in annual revenue and a talent force of approximately 60,000, Jacobs provides a full spectrum of professional services including consulting, technical, scientific and project delivery for the government and private sector.;;California;91109;66039
253005;jbhunt.com;49;82;2023-05-02;en;J.B. Hunt Transport Services;;;jbhunttransport;jb-hunt-transport-services-inc;;+1 844 252 1793;itunes.apple.com/app/carrier-360-by-j-b-hunt/id1097181984;play.google.com/store/apps/details?id=com.jbhunt.shipper360;US;;{travel};Our transportation expertise and multimodal services make shipping freight easy. See how we’re creating the most efficient transportation network in North America.;;;;20245
56051;jefferies.com;48;437;2023-07-04;en;Jefferies;;;;jefferies;;+1 212 284 2300;;;US;NY;{finance};Jefferies offers deep sector expertise across a full range of products and services in investment banking, equities, fixed income, commodities, wealth and asset management.;520 Madison Avenue;New York;10022;6879
1614416;jll.com;68;2923;2023-06-27;en;JLL;jllhotels;;;hff;;+1 212 812 5830;;;US;;{real_estate};;;;;1184
967819;jmsmucker.com;7;40;2023-06-29;en;Smucker Company;;;;the-jm-smucker-co;;+1 330 682 3000;;;US;;{industry};;;;;4796
610353;jnj.com;13;34;2023-06-27;en;Johnson & Johnson;;;;johnson-%26-johnson;;+1 800 458 1653;;;US;NY;{health};For over 135 years, we have maintained a tradition of quality and innovation. Learn about the products, people and history that make up Johnson & Johnson.;1155 Long Island;New York;11717;110293
272633;jpmorganchase.com;1;0;2023-06-30;en;JPMorgan Chase & Co;;jpmorganchase;jpmorgan;jpmorganchase;;+44 20 7325 0492;;;US;NY;{finance};;270 Park;New York;10017;283423
26417;kbr.com;29;233;2023-07-08;en;KBR;kbrincorporated;;;kbr-inc;;+1 713 753 2000;;;US;TX;{technology};KBR delivers science, technology and engineering solutions to governments and companies around the world.;;Houston;77252;26362
12563381;kelloggcompany.com;1;0;2023-05-23;en;Kellogg Company;kelloggsjobs;;;kellogg-company;;;;;;;{industry};;;;;20322
438771446;keurigdrpepper.com;0;0;2023-06-15;en;Keurig Dr Pepper;;;;keurig-dr-pepper-inc;;;;;;;{food_drink};;;;;11184
1209181;key.com;18;222;2023-07-07;en;KeyBank;;keybank;keybank;keybank;;+1 800 539 8336;;;US;OH;{finance};Enjoy the benefits of being a KeyBank client. We offer checking & savings accounts, credit cards, insurance, and loans. Open your KeyBank account today!;;Cleveland;44101;16955
85917;kiewit.com;37;277;2023-06-27;en;Kiewit;kiewitcareers;kiewit;kiewitcorp;kiewit;;+1 402 342 2052;;;US;CA;{industry};What began in 1884 with two hardworking brothers has grown into a construction, mining and engineering powerhouse.;;Eureka;95501;20096
3292851;kimberly-clark.com;1;7;2023-07-26;en;Kimberly-Clark;;;kccorp;kimberli-clark;;+1 800 730 4001;;;US;;{shopping};;;;;41
126991;kindermorgan.com;33;335;2023-06-27;en;Kinder Morgan;;;;kinder-morgan;;+1 713 369 9000;;;US;TX;{industry};We're one of North America's largest energy infrastructure companies. Our pipelines transport natural gas, carbon dioxide (CO2) and more. Contact us today.;1001 Louisiana Street;Houston;77002;7951
91972;kkr.com;18;99;2023-07-26;en;KKR & Co;;;;kkr;;+1 212 750 8300;itunes.apple.com/app/kkr-insights/id580530594;play.google.com/store/apps/details?id=com.publications.kkr;US;NY;{finance};;;New York;10001;5569
482288;kla.com;9;36;2023-06-26;en;KLA;;klacorpko;;klacorp;;+1 858 652 4903;;;US;CA;{manufacturing};KLA is a leader in process control using advanced inspection tools, metrology systems, and computational analytics. Keep Looking Ahead.;1 Technology Drive;California;95035;13462
27306;kohls.com;43;124;2023-07-18;en;Kohl's;;kohls;kohls;kohl%e2%80%99s;;+1 262 703 7274;;;US;WI;{art_and_entertainment};Enjoy free shipping and easy returns every day at Kohl's! Find great savings on clothing, shoes, toys, home décor, appliances and electronics for the whole family.;;;;22
18639725;kraftheinzcompany.com;6;25;2023-07-13;en;The Kraft Heinz Company;;kraftheinzcompany;kraftheinzus;the-kraft-heinz-company;;;;;;;{food_drink};;;;;22497
475213094;l3harris.com;50;200;2023-07-08;en;L3Harris;;;l3harristech;l3harris-technologies;;+1 321 378 5631;;;US;MI;{manufacturing};At L3Harris, we anticipate and mitigate risk with agile end-to-end solutions that meet our customers' mission-critical needs across all domains.;5353 52nd Street;Grand Rapids;49512;22424
253854;labcorp.com;46;241;2023-05-21;en;Lab;;;labcorp;labcorpdrugdev;labcorpvideo;+1 508 898 9001;itunes.apple.com/app/labcorp-patient/id1361264072;play.google.com/store/apps/details?id=com.labcorp.patientportal;US;NC;{health};;531 South Spring;Burlington;27215;12279
86378;lamresearch.com;24;57;2023-06-28;en;Lam Research;;;lam_research;lam-research;;+1 503 685 8345 ext:56173;;;US;;{manufacturing};;;;;12979
3293378;landolakesinc.com;0;0;2023-05-30;en;LAND O LAKES INC;landolakesinc;landolakesinc;landolakesktchn;landolakesinc;;+1 651 375 2222;;;US;MN;{manufacturing};Land O’Lakes, Inc., one of America’s premier agribusiness and food companies, is a member-owned cooperative with industry-leading operations.;4001 Lexington Avenue;Arden Hills;55126;5857
718982;landstar.com;23;37;2023-07-04;en;Landstar System;;landstarsystem;;landstar;landstarvideos;+1 877 696 4507;;;US;FL;{travel};Reliable transportation services delivered by a network of independent freight agents, leased owner-operators and other third-party capacity providers.;13410 Sutton Park;Jacksonville;32224;3152
77554;lear.com;17;176;2023-06-30;en;Lear;;learcorporation;learcorp;lear-corporation;corplear;+1 248 884 7673;;;US;MI;{automotive};Lear, a global automotive technology leader in Seating and E-Systems, is delivering intelligent in-vehicle experiences for drivers around the world using future-focused technologies.;21557 Telegraph Road;Southfield;48033;40735
84714;leidos.com;43;375;2023-07-18;en;Leidos;;;leidosinc;leidos;;+1 571 526 7601;;;US;VA;{technology};Leidos is a global leader in the integration and application of information technology, engineering, and science to solve the customers' most demanding challenges.;22635 Davis Drive;Sterling;20164;31386
219977;lennar.com;21;486;2023-06-27;en;Lennar;lennarsan;lennar.socal;lennarreno;lennar;lennarreno;+1 800 532 6993;;;;;{real_estate};Everything’s included by Lennar, the leading homebuilder of new homes for sale in the nation’s most desirable real estate markets.;;;;7583
408115;lfg.com;60;1460;2023-06-21;en;Lincoln Financial Group;;lincolnfinancialgroup;lincolnfingroup;;lincolnfinancialgrp;+1 855 831 7067;;;US;;{finance};;;;;
2135832;libertymedia.com;3;6;2023-05-05;en;Liberty Media;;;;;;+1 877 704 2829;;;US;CO;{internet_telecom};;12300 Liberty Blvd;Englewood;80112;
26135;libertymutual.com;113;1598;2023-06-27;en;Liberty Mutual Insurance;askliberty;;;liberty-mutual-complex-risk-solutions;;+1 800 426 9898;itunes.apple.com/app/liberty-mutual/id397404511;play.google.com/store/apps/details?id=com.lmig.pm.internet.mobile.android.libertymutual;US;MA;{finance};Get your free insurance quote online from Liberty Mutual. Bundle your policies to save on auto, renters, home, motorcycle and more.;175 Berkeley Street;Boston;2116;
15106;lilly.com;162;1322;2023-06-27;en;Eli Lilly and;lillyes;608609425821991;elilillyco;eli-lilly-and-company;;+1 800 815 2481;;;US;;{manufacturing};Lilly unites caring with discovery to create medicines that make life better for people around the world.;;;;40235
21295039;lithiainvestorrelations.com;0;0;2023-07-17;en;Lithia Investor Relations;;;;;;;;;;;{};;;;;
23149;lkqcorp.com;37;301;2023-04-28;en;LKQ;;lkqcorp;lkqcorp;lkq-corporation;;+1 312 621 1950;;;US;TN;{automotive};LKQ Corporation is a leading provider of salvage, recycled OEM and OE aftermarket auto parts to repair and accessorize consumer automobiles and other vehicles.;5846 Crossings Blvd;Antioch;37013;6618
2793347;lockheedmartin.com;0;0;2023-05-06;en;Lockheed Martin;;lockheedmartin;lockheedmartin;lockheed-martin;;+44 20 7979 8075;;;US;MD;{manufacturing};At Lockheed Martin, our purpose is to ensure those we serve always stay ahead of ready. It's our identity, our culture, and our promise.;6801 Rockledge Drive;Bethesda;20817;105230
334306;loews.com;3;16;2023-06-25;en;Loews;;;;loews-corporation;;+1 212 521 2000;;;US;NY;{finance};Value Investing for long term growth. Manage for the long term with a conservative and flexible investment strategy.;667 Madison Avenue;New York;10065;12347
69199;lowes.com;91;240;2023-06-27;en;Lowes;lowes_canada;lowescanada;lowes_canada;lowe%27s-home-improvement;lowescanada;+1 800 445 6937;;;US;NC;{shopping};;;;;140017
65225;lpl.com;236;6859;2023-06-05;en;LPL Financial Holdings;;;lpl_financial;lpl-financial;;+1 800 877 7210;;play.google.com/store/apps/details?id=com.lpl.avlpl;US;SC;{finance};As the leading provider of investment and business solutions for independent financial advisors across the nation, LPL has the tools, technology and resources to help you and your clients succeed. Learn more now.;1055 LPL Way;Fort Mill;29715;10771
19949911;lumen.com;73;305;2023-07-07;en;Lumen Technologies;lumengov;lumenlatam;lumentechnologies;lumentechnologies;;+1 800 871 9244;;;US;LA;{internet_telecom};Lumen is a global enterprise technology platform enabling companies to capitalize on emerging applications and the data powering the 4th Industrial Revolution.;;Monroe;71211;51571
12592654;macysinc.com;0;0;2023-06-04;en;Macy's, Inc;macysnews;;macysinc;macy%27s-retail-holdings-inc.;;+1 877 407 0832;;;US;NY;{shopping};Macy’s, Inc. is one of the nation’s premier omnichannel retailers. Headquartered in New York City, the company comprises three retail brands: Macy’s, Bloomingdale’s and Bluemercury. With a robust e-commerce business, rich mobile experience and a national stores footprint, our customers can shop the way they live — anytime and through any channel.;151 West 34th Street;New York;10001;52
169077;manpowergroup.com;19;57;2023-07-04;en;ManpowerGroup;manpowersg;manpowergroupmalaysia;manpowergroup_;manpowergroup;manpowerinc;+1 800 210 3458;;;US;WI;{education_career};ManpowerGroup helps 400,000+ clients succeed through our innovative workforce solutions. With expertise in staffing, recruitment, assessment and workforce consulting and outplacement, each day we connect more than 600,000 associates with clients to power the world of work.;100 Manpower Place;Milwaukee;53212;64103
171519;marathonpetroleum.com;31;266;2023-06-27;en;Marathon Petroleum;;;marathonpetroleum;marathon-petroleum-company;;+1 419 422 2121;;;US;OH;{industry};;;;;13541
9456941;markel.com;46;465;2023-06-25;en;Markel;markelstyle;markelinsurance;markelinsurance;markel-insurance;;+1 888 923 9553;;;UK;;{finance};Markel provides specialty insurance coverage and creates seamless solutions across multiple types of insurance risks for the US market and around the globe.;20 Fenchurch Street;London;EC3M3AZ;4190
16047;marriott.com;1089;5006;2023-06-30;en;Marriott International;jwmarriottchi;jwmarriottberlin;jwmarriotthotels;marriott-international;;+1 800 228 9290;;;US;MI;{travel};Book Directly & Save at any of our 8000+ Marriott Bonvoy Hotels. Choose from Luxury Hotels, Resorts, Extended Stay Hotels, Pet-Friendly Hotels & More.;200 Convention Boulevard;San Juan;907;210267
503160939;marshmclennan.com;0;0;2023-07-11;en;Marsh McLennan;marshmclennan;;marshmclennan;marsh-%26-mclennan-companies-inc-;;+1 212 345 6750;;;US;NY;{finance};Marsh McLennan is the world’s leading professional services firm in risk, strategy and people. We bring together experts from across our four global businesses — Marsh, Guy Carpenter, Mercer and Oliver Wyman — to help make organizations more successful and societies more resilient.;1166 Avenue;New York;10036;72944
3292913;masco.com;1;1;2023-07-27;en;Masco;;mascocorp;;behr-paint-corporation;;+1 313 792 6159;;;US;MI;{industry};;17450 College Parkway;Livonia;48152;2292
205709;massmutual.com;22;188;2023-06-28;en;MassMutual;;;;massmutual-financial-group;;+1 800 272 2216;itunes.apple.com/app/massmutual-insurance/id1071270147;play.google.com/store/apps/details?id=com.massmutual.css;US;;{finance};;;;;12253
109417;mastec.com;18;43;2023-07-07;en;MasTec;;mastecadvancedtechnologies;;mas-tec;;+1 305 599 1800;;;US;FL;{industry};Leading specialty contractor engineers, designs and constructs infrastructures for electric power generation and transmission, oil and natural gas pipelines, renewable energy facilities and wireless networks.;800 S. Douglas Road;Coral Gables;33134;2790
54183;mastercard.com;164;410;2023-07-26;fr;Mastercard;mastercardfr;;;mastercard;;;;;;;{technology};;;;;32428
225174;mcdonalds.com;0;1;2023-05-23;en;McDonald's;mcdonalds;mcdonalds;mcdonaldsvn;mcdonald%27s-corporation;mcdonaldscorp;+1 800 244 6227;itunes.apple.com/app/mcdonalds-mobile/id922103212;play.google.com/store/apps/details?id=com.mcdonalds.app;US;IL;{food_drink};McDonalds.com is your hub for everything McDonald's. Find out more about our menu items and promotions today!;282 110 North Carpenter Street;Chicago;60607;513050
35503;mckesson.com;128;455;2023-07-08;en;McKesson;;;mckessoncorporation;mckesson;;+1 855 477 9800;;;US;TX;{health};The leading healthcare company for wholesale medical supplies & equipment, pharmaceutical distribution, and healthcare technology solutions.;6555 State Hwy;Irving;75039;21276
36915;merck.com;261;2578;2023-07-27;en;Merck;merck;merckinvents;merck;merck;;+1 800 522 9114;;;US;MD;{internet_telecom};At Merck, we're following the science to tackle some of the world's greatest health threats. Get a glimpse of how we work to improve lives.;;Rockville;20852;221
119893;metlife.com;157;970;2023-07-26;en;MetLife;metlifecares;metlife;;metlife;;+1 800 638 5433;;;US;OH;{finance};Stay covered with MetLife: life, auto & home, dental, vision and more. Learn more about MetLife employee benefits and financial solutions.;;Cincinnati;45249;56831
36727;mgmresorts.com;42;195;2023-06-19;en;MGM Resorts International;;;;mgm-resorts-international;;+1 866 761 7111;;;US;NV;{travel};Find great deals on hotel rooms, show tickets, dining, & play at our casinos in Las Vegas & worldwide. Book your next getaway on mgmresorts.com today.;;Las Vegas;89118;23820
70769;micron.com;84;241;2023-07-08;en;Micron Technology;micron_giving;;;micron-technology;;+1 208 363 2405;;;US;ID;{manufacturing};Micron is a world leader in innovative memory and storage solutions. View our product portfolio, discover solutions, read industry updates and more.;093120871 8000 South Federal Way;Federal Way;83716;25334
1812;microsoft.com;664;35539;2023-05-24;fr;Microsoft;microsoftstore;microsoftbelgium;microsoftdeutschland;microsoft;microsoftcloud;+1 888 270 8432;;;;;{technology};;;;;235045
2834533;modernatx.com;23;57;2023-07-25;en;Moderna;moderna_tx;modernatx;;modernatx;modernatx;+1 617 649 3910;;;US;MA;{science};Learn how we’re changing the world of medicine. Discover career opportunities, our product pipeline, and browse media resources. Meet Moderna.;200 Technology Square;Cambridge;2139;5711
130507;mohawkind.com;25;165;2023-06-27;en;Mohawk Industries;;;;mohawk-industries;;+1 706 272 4859;;;;;{manufacturing};;;;;13921
145535;molinahealthcare.com;73;182;2023-07-07;en;Molina Healthcare;;;;molina-healthcare;;;;;;;{health};;;;;13843
140376;molsoncoors.com;25;145;2023-07-21;en;Molson Coors Beverage;;molsoncoors;molsoncoors;molson-coors;;+1 312 496 5853;;;US;WI;{food_drink};The official website of Molson Coors Beverage Company, which for more than two centuries has been brewing beverages that unite people for all of life’s moments.;3939 W Highland Ave;Milwaukee;53218;12399
12413336;mondelezinternational.com;2;1;2023-07-21;en;Mondelēz International;;mondelezinternational;mondelez_international;mondelezinternational;;+1 877 781 2421;;;US;IL;{manufacturing};Mondelēz International, Inc. (NASDAQ: MDLZ) is one of the world’s largest snacks companies. MDLZ empowers people to snack right in over 150 countries.;;Chicago;60607;38668
18443;morganstanley.com;135;1539;2023-06-27;en;Morgan Stanley;;morganstanley;morgan.stanley;morgan-stanley;;+1 866 866 7426;;;UK;;{finance};Discover how we help individuals, families, institutions and governments raise, manage and distribute the capital they need to achieve their goals.;1981121. Registered Office: 25 Cabot Square;London;E144QA;87201
727774;mosaicco.com;29;116;2023-06-27;en;The Mosaic Company;mosaiccompany;mosaicfertilizantes;mosaicfertilizantes;mosaiccompany;;+1 813 500 6300;;;US;FL;{industry};The Mosaic Company mines and processes phosphate and potash minerals into crop nutrients to help feed the world.;13830 Circa Crossing;;33547;4097
66533;motorolasolutions.com;73;369;2023-06-27;fr;Motorola Solutions;;;;motorolasolutions;;+1 847 576 5000;;;FR;44;{internet_telecom};At Motorola Solutions we create and innovate the communication technology to keep communities and businesses safe. Learn more.;;EU;44809;20295
900563;murphyusa.com;11;24;2023-05-31;en;Murphy USA;;;;murphyusa;;+1 800 843 4298;itunes.apple.com/app/cheap-gas-finder-by-murphy-usa/id371696346;;;;{shopping};;;;;3973
53079;mutualofomaha.com;67;1003;2023-05-21;en;Mutual of Omaha;;mutualofomaha;mutualofomaha;mutual-of-omaha;;+1 800 716 3231;;;US;NE;{finance};Mutual of Omaha is a trusted provider of Medicare Supplement Insurance, Life Insurance, Finance and Mortgages.;3300 Mutual of Omaha Plaza;Omaha;68175;8341
19072;nationwide.com;95;1562;2023-06-28;en;Nationwide;;nationwide;nationwideinsurance;;;+1 877 669 6877;;;US;OH;{internet_telecom};Nationwide offers insurance, retirement and investing products that protect your many sides. Get home and auto insurance quotes online or find a local agent.;;;;
33090;ncr.com;50;140;2023-06-22;en;NCR;careersatncr;ncrcorp;careersatncr;ncr-corporation;;+1 937 445 1936;;;US;GA;{technology};NCR is the world’s leading enterprise provider of software, hardware and services for banks, retailers, restaurants, small business and telecom & technology;864 Spring;Atlanta;30308;39645
30931;netflix.com;131;687;2023-07-18;en;Netflix;BoycottNetflix;netflix;netflixnordic;netflix;;+1 866 579 7172;;;;;{art_and_entertainment};;;;;15543
32058861;newellbrands.com;0;5;2023-06-23;en;Newell Brands;;;;newellbrands;;+1 770 418 7000;;;US;GA;{industry};;;;;12601
169870;newmont.com;24;127;2023-06-11;en;Newmont;;;;newmont;;+1 514 982 7555;;;US;KY;{industry};;462 South 4th Street;Louisville;40202;8078
141370;newscorp.com;16;56;2023-06-27;en;News;;newscorp;;newscorp;;+1 212 416 3363;;;US;NY;{technology};;1211 Avenue;New York;10036;5634
122871;newyorklife.com;27;742;2023-06-19;en;New York Life Insurance;;newyorklife;newyorklife;new-york-life-group-benefit-solutions;;+1 800 225 5695;;;;;{finance};Welcome to New York Life, where securing your future is our goal. Learn how our life insurance and financial guidance could help you.;;;;
682514;nexteraenergy.com;31;170;2023-05-31;en;NextEra Energy;;nexteraenergy;;nextera-energy-resources;;+1 202 010 2240;;;US;FL;{industry};;700 Universe Blvd;;33408;5243
69337;nike.com;159;505;2023-07-25;en;Nike;nike;;;nike;;;;;US;;{shopping};Inspiring the world's athletes, Nike delivers innovative products, experiences and services.;;;;72044
20977;nordstrom.com;66;380;2023-07-25;en;Nordstrom;nordstrom;nordstrom;nordstrom;nordstrom;nordstrom;+1 888 282 6060;;;;;{shopping};;;;;40649
505473793;norfolksouthern.com;0;0;2023-05-10;en;Norfolk Southern;;;;norfolk-southern;;+1 800 453 2530;;;US;GA;{travel};Norfolk Southern Corporation is one of the nation’s premier transportation companies. Its Norfolk Southern Railway subsidiary operates 19,500 route miles in 22 states and the District of Columbia, serves every major container port in the eastern United States, and provides efficient connections to other rail carriers. Norfolk Southern operates the most extensive intermodal network in the East and is a major transporter of coal and industrial products.;650 W. Peachtree Street;Atlanta;30308;8474
8715429;northerntrust.com;3;6;2023-06-22;en;Northern Trust;;;;northern-trust;;+44 20 7982 2376;;;US;IL;{finance};;;;;27015
265849;northropgrumman.com;0;0;2023-07-18;en;Northrop Grumman;;;northropgrumman;northrop-grumman-corporation;;+1 703 280 2900;;;US;VA;{manufacturing};Northrop Grumman solves the toughest problems in space, aeronautics, defense and cyberspace to meet the ever evolving needs of our customers worldwide. Our 95,000 employees define possible every day using science, technology and engineering to create and deliver advanced systems, products and services.;7575 Colshire Drive;McLean;22102;83729
6486;northwesternmutual.com;11;90;2023-05-03;en;Northwestern Mutual;nm_financial;northwesternmutual;northwesternmutual;northwestern-mutual;;+1 866 950 4644;;;US;WI;{finance};Northwestern Mutual financial advisors match your priorities and goals with insurance and investment products to help you feel confident and more secure.;720 E. Wisconsin Avenue;Milwaukee;53202;34942
315662;nrg.com;23;127;2023-05-02;;NRG Energy;;;nrgenergy;nrgenergy;;+1 609 524 4500;;;US;;{industry};As the leading integrated power company in the U.S., NRG Energy brings years of experience and a data-driven mindset to help you get the most out of your energy. Browse our suite of solutions and learn how we can power your home, business or your next project.;;;;5881
517334;nucor.com;18;295;2023-07-18;en;Nucor;;;;nucor-corporation;;+1 704 362 4208;;;;;{industry};;;;;6189
5425;nvidia.com;171;1175;2023-07-08;fr;NVIDIA;shield;nvidiacreators;nvidia;nvidia;nvidiafrance;+1 510 226 7366;;;FR;10;{technology};;;;10752;24678
250532;nvrinc.com;14;84;2023-07-26;en;NVR,;;;;nvr-inc-;;+1 703 956 4058;;;US;VA;{industry};NVR, Inc. operates in two business segments: homebuilding and mortgage banking. The homebuilding unit sells and constructs homes under the Ryan Homes, and NVHomes trade names.;11700 Plaza;Virginia;20190;4570
36276;officedepot.com;60;493;2023-06-27;en;Office Depot;;;officedepot;;;+1 800 463 3768;itunes.apple.com/app/id382457983;play.google.com/store/apps/details?id=com.officedepot.mobile.ui;US;TX;{internet_telecom};Shop office supplies, furniture & technology at Office Depot. For paper, ink, toner & more, find trusted brands at everyday low prices.;1000 W. AIRPORT FREEWAY;Irving;75062;
122784;oldrepublic.com;1;4;2023-05-06;en;Old Republic International;;;;old-republic-international;;;;;US;IL;{finance};Old Republic International Corporation (ORI) is one of America's 50 largest shareholder-owned insurance businesses and is a Fortune 500 company.;307 N. Michigan Avenue;Chicago;60601;55
170361;olin.com;15;65;2023-07-12;en;Olin;;;;olin-corporation;;+1 800 362 8348;;;US;MN;{manufacturing};Olin Corporation is a global manufacturer and distributor of chemical products and a leading U.S. manufacturer of ammunition. Our worldwide commitment to continuous innovation, superior safety and exceptional service ensures customer success throughout the chemical value chain and beyond.;;St. Paul;55164;3262
478822;omnicomgroup.com;7;11;2023-05-02;en;Omnicom Group;;;omnicom;omnicom;omnicomgroup;+1 234 720 6995;;;US;NY;{art_and_entertainment};A global leader in marketing communications, Omnicom provides brand and advertising services to over 5,000 clients in over 100 countries.;;;;48308
18924;oneok.com;15;89;2023-05-02;en;ONEOK;oneok;oneokinc;oneok_inc;oneok;;+1 918 588 7000;;;;;{industry};;;;;2861
88208;onsemi.com;44;220;2023-04-30;en;onsemi;;onsemiconductor;on_semiconductor;onsemi;;+1 800 282 9855;;;US;AZ;{manufacturing};The leader in intelligent power and image sensing technologies that build a better future for the automotive, industrial, cloud, medical, and IoT markets;5005 East McDowell Road;Phoenix;85008;13612
67337;opendoor.com;46;195;2023-06-20;en;Opendoor;;;opendoor;opendoor-com;opendoor;+1 888 352 7075;itunes.apple.com/app/opendoor-homes-all-day-open/id1143708068;play.google.com/store/apps/details?id=com.opendoor.buyerapp;US;TX;{real_estate};Opendoor is the new way to sell your home. Skip the hassle of listing, showings and months of stress, and close on your own timeline. Get a free offer today!;12510 Sundew Cove;Houston;77041;1790
1203;oracle.com;541;3907;2023-06-21;es;Oracle;oracletr;oraclefs;exploreoracle;oracle;oraclefs;+1 800 633 0738;;;;;{technology};;;;;198645
845006;oreillyauto.com;10;53;2023-05-02;en;O'reilly Automotive;;oreillyautoparts;oreillyautoparts;o%27reilly-auto-parts;;+1 888 327 7153;;;US;MO;{shopping};Find the right auto parts, tools, and supplies for your vehicle at O'Reilly. Shop online or visit one of our 5,600 locations and enjoy free Next Day shipping.;233 South Patterson Avenue;Springfield;65802;18576
138867;oshkoshcorp.com;7;36;2023-06-27;en;Oshkosh;;oshkoshcorporation;oshkoshcorp;oshkosh-corporation;;+1 920 216 6390;;;US;WI;{automotive};At Oshkosh, we build some of the industry's toughest specialty trucks and access equipment. And while machines are our business, it’s about building, protecting and serving communities across the world.;;;;7802
174841;otis.com;95;533;2023-06-15;en;Otis Elevator Co.;;;otiselevatorco;elevadores-otis;;+1 800 233 6847;;;US;FL;{manufacturing};Otis is a leading manufacturer and maintainer of Elevators, Escalators, Moving Walkways with world class modernization tools & service packages for buildings;11760 US Hwy;Palm Beach Gardens;33408;2480
480234550;ovintiv.com;16;22;2023-05-15;en;Ovintiv;ovintiv;;;ovintiv;;+1 800 976 1303;;;CA;AB;{industry};;500 Centre;Calgary;T2P2S5;3076
264114;owens-minor.com;11;24;2023-06-27;en;Owens & Minor;owens_minor;owensandminor;owens_minor;owens-%26-minor;;+1 804 723 7753;;;US;VA;{health};As a global leader in healthcare services and logistics, Owens & Minor connects the world of medical supplies and products to the point of care.;9120 Lockwood Boulevard;Mechanicsville;23116;11075
